sampleid,doi,doilink,TF_mat_complete,dZT_mean,dZT_std_ddof0,dZT_std_ddof1,dZT_std_ddof2,L1,L2,L3,L4,Linf,errMax,errMin,Tc_Ts_TEP,Tc_Ts_ZT,Tc_Ts_TEPZT,Th_Ts_TEP,Th_Ts_ZT,Th_Ts_TEPZT,avgZ_raw_on_Ts_ZT,avgZ_TEP_on_Ts_TEP,peakZ_raw_on_Ts_ZT,peakZ_TEP_on_Ts_TEP,davgZ,dpeakZ,avgZT_raw_on_Ts_ZT,avgZT_TEP_on_Ts_TEP,peakZT_raw_on_Ts_ZT,peakZT_TEP_on_Ts_TEP,davgZT,dpeakZT,Linf_over_avgZT,Linf_over_peakZT
96,10.1038/ncomms4640,https://doi.org/10.1038/ncomms4640,True,0.020199653314423832,0.027879296423627353,0.02790217644095686,0.027925112882512662,0.023450140822207116,0.03442791255797241,0.04385132566514485,0.05184546628471282,0.12699872389246036,0.12699872389246036,-0.03826103396353342,305.0,302.0,305.0,914.0,920.0,914.0,0.0013683924171055046,0.001342579577443933,0.0017372667060598515,0.0017159590056705545,2.5812839661571666e-05,2.1307700389297047e-05,0.8906273381436786,0.8698985065340971,1.426284230755152,1.3982562782999213,0.0207288316095815,0.02802795245523071,0.14599257607471527,0.09082650002249414
97,10.1016/j.jallcom.2012.08.041,https://doi.org/10.1016/j.jallcom.2012.08.041,True,0.040470362134874587,0.014816806851611472,0.014832395290274828,0.0148480330334586,0.040470362134874587,0.0430974242456072,0.04516303159565486,0.04683599907142211,0.06513974885039608,0.06513974885039608,0.006122180104812802,298.0,296.0,298.0,773.0,773.0,773.0,0.0018792958555766083,0.001794297077866238,0.0021780602060050927,0.0021164040384119014,8.499877771037025e-05,6.165616759319127e-05,0.992756254338878,0.9544808422017771,1.195482301361349,1.1634072807034517,0.03827541213710095,0.032075020657897246,0.06824626118229155,0.05599049441310826
98,10.1063/1.4869220,https://doi.org/10.1063/1.4869220,True,0.0886425455612006,0.05906321752999316,0.05913850528207346,0.05921408167748877,0.09220290305636139,0.10651743776755436,0.119714338955508,0.13066494289520417,0.19844195139404053,0.19844195139404053,-0.10079423744916083,327.0,327.0,327.0,719.0,721.0,719.0,0.0012787621672539736,0.001109790444897977,0.0021326033870569345,0.0022726024612604603,0.0001689717223559966,-0.00013999907420352573,0.7453264527712542,0.6526593994921439,1.53681,1.6340011696462708,0.09266705327911029,-0.09719116964627084,0.3040513191849452,0.12144541575634203
99,10.1016/j.intermet.2013.04.018,https://doi.org/10.1016/j.intermet.2013.04.018,True,0.0017481255223843167,0.002390875906253141,0.0023956528858534963,0.0024004586136238777,0.0023825818241071843,0.00296179513827564,0.003503895264582297,0.00395847151321438,0.006866684357292041,0.006866684357292041,-0.0022831249974757384,300.0,299.0,300.0,550.0,551.0,550.0,0.0007011691844027917,0.0006976046687542972,0.0008737437817978212,0.0008622954883378561,3.564515648494561e-06,1.1448293459965153e-05,0.30481833966002847,0.3028975913460906,0.480731,0.47426251858582086,0.0019207483139378478,0.006468481414179161,0.022669986667032196,0.014478657047930872
100,10.1002/adfm.201201221,https://doi.org/10.1002/adfm.201201221,True,0.0016190092327863443,0.018269080506602014,0.018289014042817013,0.018309012970654088,0.013978285247308342,0.01834067865299845,0.022519035825724752,0.02646769677299835,0.06641990136863973,0.06641990136863973,-0.0361399129910851,299.0,299.0,299.0,757.0,758.0,757.0,0.001437783285468101,0.0014336889464202918,0.0018426713079835657,0.001893296033434619,4.094339047809202e-06,-5.062472545105338e-05,0.8079153074854093,0.8052029546959462,1.30976,1.255001802073579,0.002712352789463135,0.054758197926421115,0.08248839746709653,0.052924148203530336
101,10.1016/j.jallcom.2013.01.038,https://doi.org/10.1016/j.jallcom.2013.01.038,True,0.011399213055767247,0.010265325127100919,0.01028241976862968,0.010299600097684075,0.011500020843824276,0.015340109460361224,0.01818094881244358,0.020232700040097952,0.03208769903373587,0.03208769903373587,-0.0028806790280487826,473.0,473.0,473.0,773.0,774.0,773.0,0.0005259061092385652,0.0005061141077935501,0.0012331537467700259,0.001216509779318059,1.9792001445015036e-05,1.664396745196684e-05,0.35773022357455975,0.34434851624495383,0.954461,0.9403620594128597,0.013381707329605919,0.01409894058714034,0.09318378770335733,0.03412270700688487
102,10.1039/c1ee01928g,https://doi.org/10.1039/c1ee01928g,True,0.05626604903388113,0.05285041276903801,0.05290936472575787,0.0529685143973599,0.06694285234658012,0.0771947822313193,0.08370476438969568,0.08820988591751357,0.1221793863904641,0.1221793863904641,-0.04196212612116261,300.0,300.0,300.0,748.0,750.0,748.0,0.0016820230957434164,0.0015939932857893908,0.0022992039242172623,0.0021134050378342592,8.802980995402561e-05,0.00018579888638300306,0.9559150267514769,0.8971456922479945,1.52233185709485,1.4223409167290955,0.05876933450348243,0.09999094036575462,0.13618678375896448,0.0859002120753409
103,10.1039/c0ee00456a,https://doi.org/10.1039/c0ee00456a,True,-0.00880024700277902,0.018993313790370427,0.019014405761100854,0.01903556815580991,0.01598154127587122,0.02093299586894806,0.026308900679628336,0.0313646038766045,0.0751501433388646,0.025078918138693437,-0.0751501433388646,300.0,300.0,300.0,750.0,750.0,750.0,0.00141651257365646,0.0014289406275687655,0.0020881654219808473,0.0020864843807596968,-1.2428053912305484e-05,1.6810412211505296e-06,0.8213112865523667,0.8301115335551456,1.48036,1.5555101433388645,-0.008800247002778816,-0.0751501433388646,0.0905301761282808,0.048312216838108595
104,10.1002/adfm.201000878,https://doi.org/10.1002/adfm.201000878,True,-0.0038184113795147975,0.0068314755017279405,0.006838693121809419,0.006845933667110953,0.0055292033207385485,0.007826194668797673,0.009703649710779557,0.011215248686262953,0.024381369347411086,0.007775245926203933,-0.024381369347411086,299.0,301.0,301.0,774.0,777.0,774.0,0.0008214767062667269,0.0008167706522707082,0.002102857142857143,0.0021042992382585574,4.70605399601864e-06,-1.4420954014145691e-06,0.5109386705752857,0.5057812646188714,1.63392,1.6287276104121235,0.00515740595641434,0.005192389587876489,0.04820536277828228,0.014969580666248894
105,10.1002/aenm.201000072,https://doi.org/10.1002/aenm.201000072,True,0.008857994546138137,0.005755894349593582,0.005762257971602979,0.00576864274693734,0.009103352780997243,0.01056382445627985,0.011818931510163921,0.0128961710620764,0.022678728351634536,0.022678728351634536,-0.004186280309285806,298.0,298.0,298.0,750.0,750.0,750.0,0.0011144104426363797,0.0010966241910643469,0.0017859199999999999,0.0017915017070790477,1.778625157203284e-05,-5.581707079047819e-06,0.6252868879247375,0.6164288933785993,1.33944,1.3436262803092858,0.008857994546138226,-0.004186280309285806,0.03679050186524219,0.01687874722606213
106,10.1002/adma.201103153,https://doi.org/10.1002/adma.201103153,True,0.007241283411410452,0.021362108410824573,0.021383675411179488,0.021405307865281102,0.0190416671752586,0.022556060409570425,0.025062051120363152,0.02695328737424344,0.0431357682731115,0.0431357682731115,-0.03867890068459445,301.0,299.0,301.0,797.0,796.0,796.0,0.0019028189401898014,0.0018895697406521726,0.0024484602925780147,0.0024700736226000515,1.3249199537628724e-05,-2.1613330022036796e-05,1.1124658863665071,1.1100533735608824,1.7426769304229195,1.778574656895549,0.0024125128056247114,-0.035897726472629454,0.03885918398206251,0.024252998380401833
107,10.1039/c2ee21536e,https://doi.org/10.1039/c2ee21536e,True,-0.0016295728178183121,0.006484130338854538,0.006494928231994411,0.006505780249974729,0.005574118639264962,0.006685765013805539,0.007521422163494896,0.008209354763004726,0.016288204265259676,0.009360873179343837,-0.016288204265259676,300.0,296.0,300.0,600.0,800.0,600.0,0.0015467819156708776,0.001339379131529607,0.001986053441868175,0.0018992091836516974,0.00020740278414127056,8.68442582164777e-05,0.8964508709807766,0.6321204937274104,1.39775,1.1395255101910184,0.26433037725336617,0.2582244898089816,0.025767562398132982,0.01429384785122475
108,10.1038/am.2012.52,https://doi.org/10.1038/am.2012.52,True,-0.010774127822436039,0.011821968117870401,0.011835154924109246,0.011848385956663666,0.011743382761262576,0.015995022991985183,0.020281033711203884,0.02403957093117989,0.05736204670616196,0.007695559281411746,-0.05736204670616196,300.0,299.0,300.0,748.0,751.0,748.0,0.0018722873695282052,0.0018917759162821977,0.0023751751132627162,0.002385277172702675,-1.9488546753992572e-05,-1.0102059439958712e-05,1.0436793901398007,1.0527896299651414,1.6003053036437247,1.6519721669273688,-0.00911023982534065,-0.051666863283644116,0.05448576341700978,0.03472337358616282
109,10.1002/aenm.201400486,https://doi.org/10.1002/aenm.201400486,True,0.022622152004579853,0.029952797859854313,0.02998006486400774,0.030007406470113535,0.03094313300655078,0.03753574111365872,0.04225816554534166,0.04582386823900424,0.07299811179715798,0.07299811179715798,-0.04510422266934078,298.0,295.0,298.0,848.0,847.0,847.0,0.0012201854494847553,0.0011685986951954388,0.0015710069684340727,0.0015950598835090797,5.15867542893165e-05,-2.4052915075006972e-05,0.7397022894034868,0.720876158309407,1.1388772809764716,1.1448133834519199,0.018826131094079823,-0.0059361024754482905,0.1012630407535638,0.0637642019671792
110,10.1002/anie.200600865,https://doi.org/10.1002/anie.200600865,True,0.08276091702817304,0.062211679292963354,0.06229348298286042,0.062375610220874934,0.08840176414554804,0.10353580263751601,0.11461605933666245,0.1234263229219937,0.2107524916097232,0.2107524916097232,-0.05862715294994525,319.0,313.0,319.0,699.0,699.0,699.0,0.0021405204566380233,0.00200440249541721,0.0026115719513991787,0.0025042852085957867,0.00013611796122081328,0.00010728674280339199,1.1322403295227441,1.0629689773082214,1.6462333973581773,1.6250889992166488,0.06927135221452274,0.021144398141528464,0.19826777272787036,0.12968673821022322
111,10.1088/0957-4484/24/21/215401,https://doi.org/10.1088/0957-4484/24/21/215401,True,0.013356209599088953,0.010169497965165447,0.010185083411804576,0.010200740736054547,0.014527363985272435,0.016787108855258553,0.018511613276159567,0.019939301029636536,0.03440990564439317,0.03440990564439317,-0.011182694587275166,297.0,297.0,297.0,623.0,625.0,623.0,0.0016220834178999994,0.001587482706413206,0.0023938721082000193,0.002349118860810169,3.460071148679339e-05,4.4753247389850166e-05,0.7916956563227956,0.7740422758280758,1.49479,1.4635010502847354,0.01765338049471976,0.031288949715264636,0.04445481431564085,0.023512047113118544
112,10.1039/c3ta11825h,https://doi.org/10.1039/c3ta11825h,True,0.01801124621759349,0.02153502180885935,0.021559760498014453,0.021584584640374382,0.020521107882732294,0.028074225806223468,0.03295007288989307,0.036422098863264696,0.061247007416601607,0.061247007416601607,-0.011733942316879298,323.0,323.0,323.0,758.0,775.0,758.0,0.0015186146841558625,0.0014640062795244855,0.002244238146026748,0.0021728445419021544,5.460840463137706e-05,7.139360412459356e-05,0.9057303101666723,0.8560932786245766,1.73712528823981,1.647016162761833,0.049637031542095644,0.09010912547797711,0.07154244630328456,0.03718664625239518
113,10.1039/c3ee43438a,https://doi.org/10.1039/c3ee43438a,True,-0.04773725610791189,0.07448870575014964,0.07455651523688193,0.07462451024894992,0.07137229362759907,0.08847266755922276,0.10066230803853524,0.11022012771110533,0.21663724097526926,0.21663724097526926,-0.15611925260052562,303.0,300.0,303.0,852.0,899.0,852.0,0.000746314037754021,0.0007677344158636303,0.0016345939933259178,0.0013036026676403315,-2.1420378109609237e-05,0.00033099132568558624,0.5271404174938351,0.505779924217696,1.4695,1.0658026569011825,0.021360493276139092,0.40369734309881755,0.42832313146938,0.2032620575418167
114,10.1021/cm5042138,https://doi.org/10.1021/cm5042138,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,10.1038/ncomms5515,https://doi.org/10.1038/ncomms5515,True,0.0071806409228974,0.03358972602281582,0.03361702365106987,0.03364438794021716,0.027935659652526063,0.03434867243943234,0.03941993678836789,0.043565164979328885,0.08744330902762387,0.08744330902762387,-0.07773637328704597,303.0,298.0,303.0,918.0,920.0,918.0,0.0023678242243331937,0.002371202070633929,0.002989669223369461,0.0030539738170903673,-3.3778463007353744e-06,-6.430459372090648e-05,1.5366548859855271,1.5385934788491678,2.21569,2.2277070612297876,-0.0019385928636406202,-0.012017061229787629,0.05683327677498636,0.03925260665976051
116,10.1038/am.2014.39,https://doi.org/10.1038/am.2014.39,True,0.006703646536499021,0.010523796202644839,0.010532185041125292,0.010540593972637376,0.008985669914102896,0.012477546369423647,0.015602888898506547,0.0180367813683647,0.04045803381318058,0.031427083286657664,-0.04045803381318058,302.0,297.0,302.0,929.0,931.0,929.0,0.00016250100432629657,0.00015141261865806731,0.000554297529538131,0.0005970971241102419,1.1088385668229258e-05,-4.279959457211089e-05,0.12904230458034724,0.12197072997813935,0.516051,0.5547032282984148,0.007071574602207892,-0.03865222829841475,0.33170280952185677,0.0729363590280302
117,10.1002/aenm.201501047,https://doi.org/10.1002/aenm.201501047,True,-0.0012625569972472856,0.034569946288251725,0.03460170554739658,0.03463355249895839,0.026337254025519584,0.034592994038445235,0.043340022804475735,0.05120911896456161,0.11244042246445751,0.11244042246445751,-0.0367050235845528,305.0,299.0,305.0,856.0,849.0,849.0,0.0016797313614233785,0.0017156198961217433,0.00248905975949316,0.002519637015277777,-3.5888534698364774e-05,-3.057725578461696e-05,1.081653422567676,1.1048705766711597,1.94705,1.9400318294518988,-0.023217154103483795,0.007018170548101166,0.10176795802022966,0.057958029738215365
118,10.1021/nl504624r,https://doi.org/10.1021/nl504624r,True,-0.0005570025542444271,0.0031620050214474786,0.003179331206057206,0.003196945364146904,0.0025353398592138456,0.0032106895834218985,0.0037552337814975804,0.004207105644042273,0.008754076130530308,0.005561307153741923,-0.008754076130530308,300.0,300.0,300.0,391.0,391.0,391.0,0.0008593211952657977,0.0008610342346849706,0.0017058301918544232,0.0017002748638237936,-1.7130394191728704e-06,5.555328030629539e-06,0.30855902967494736,0.30911603222919176,0.666892,0.6648074717551034,-0.0005570025542444013,0.0020845282448966884,0.028319709163579274,0.01316783655788253
119,10.1021/nl201206d,https://doi.org/10.1021/nl201206d,True,0.0008789141300086505,0.009946757892228986,0.009952634854568756,0.009958522246301952,0.008720526193840046,0.009985513637993215,0.011085301105148672,0.012104603880783295,0.02486779118738458,0.010696091885599696,-0.02486779118738458,323.0,315.0,323.0,1170.0,1169.0,1169.0,0.0005902267302737994,0.000586568393604956,0.0007860119760479042,0.0007942807364456872,3.6583366688434362e-06,-8.268760397783011e-06,0.4585447621938111,0.4612237981976734,0.918848,0.9285141809050083,-0.002679036003862323,-0.00966618090500826,0.05391697324500725,0.026782349369340094
120,10.1021/nl201206d,https://doi.org/10.1021/nl201206d,True,-0.004147430837530773,0.011615063455954321,0.011623333349103104,0.011631620931866643,0.01046603045884846,0.0123333240303637,0.014084031281232083,0.015698445065581275,0.03193757690929322,0.03193757690929322,-0.02289445289719827,473.0,325.0,473.0,1175.0,1175.0,1175.0,0.000786884160865286,0.0008647965749523135,0.0010263506762632486,0.00102552825233463,-7.791241408702755e-05,8.224239286187037e-07,0.6383110161145278,0.7390150086408057,1.13761,1.1548213629514648,-0.10070399252627793,-0.017211362951464748,0.04321641175871748,0.027655859108518678
121,10.1039/c1ee02465e,https://doi.org/10.1039/c1ee02465e,True,0.023597420359366027,0.02274049397430999,0.02276108292734978,0.022781727904770756,0.023938514992690268,0.03277145577804336,0.039375597533469676,0.0445162731766414,0.08514300744222814,0.08514300744222814,-0.00590904560111255,301.0,300.0,301.0,853.0,853.0,853.0,0.0013635969337892886,0.0013298850628680706,0.0015735048761916436,0.0015334359839472053,3.371187092121803e-05,4.0068892244438364e-05,0.8159953450783848,0.7934489416178948,1.29565,1.2914378318965074,0.022546403460489972,0.004212168103492564,0.10730748127108963,0.06592884716501884
122,10.1021/ja301245b,https://doi.org/10.1021/ja301245b,True,0.004497832384232889,0.029992874759642556,0.030019172769744876,0.030045540076338754,0.020663039632557625,0.030328254689385898,0.042409485546656134,0.053743538111299075,0.14764551507563906,0.03630927832246256,-0.14764551507563906,303.0,304.0,304.0,874.0,876.0,874.0,0.0008176940829886483,0.0007981051770378837,0.0019504680365296802,0.002112241290638121,1.9588905950764565e-05,-0.00016177325410844092,0.5798987845192458,0.5704688575970726,1.70861,1.8460988880177178,0.00942992692217326,-0.13748888801771786,0.25881432984361513,0.07997703483488694
123,10.1088/0957-4484/24/34/345705,https://doi.org/10.1088/0957-4484/24/34/345705,True,0.012229538000758827,0.010887352236772329,0.010898953041594257,0.010910591008648938,0.013834528966552328,0.016373638521707864,0.018076007559243604,0.019314359974857264,0.030311994549204746,0.030311994549204746,-0.01651147406194492,302.0,300.0,302.0,771.0,772.0,771.0,0.0013888169476499513,0.0013716658702278962,0.0017222099140853913,0.0016873113438946226,1.7151077422055067e-05,3.4898570190768736e-05,0.7846809627642565,0.7741133037731217,1.20353,1.173085232328987,0.010567658991134765,0.030444767671012896,0.03915705156010164,0.025839550029135367
124,10.1002/aenm.201401977,https://doi.org/10.1002/aenm.201401977,True,0.03769094275398183,0.06114447816866573,0.06119809017209877,0.06125184344567844,0.04866191366294688,0.07182794982597218,0.09023939514309981,0.10375603536932104,0.19451079379127134,0.19451079379127134,-0.07644690310401248,303.0,301.0,303.0,879.0,873.0,873.0,0.0014356717038601667,0.00137506858726233,0.0016460037363492696,0.001650768142842068,6.060311659783664e-05,-4.7644064927983894e-06,0.818449743653953,0.783350799577615,0.9815471715295668,1.0563182912772795,0.03509894407633796,-0.07477111974771267,0.24830611508426637,0.18414032531432611
125,10.1021/acs.chemmater.5b04365,https://doi.org/10.1021/acs.chemmater.5b04365,True,0.2422290194874578,0.046641979879408234,0.04668475107581386,0.046727640153371774,0.2422290194874578,0.24667868203176033,0.2504742762627109,0.25370935630843233,0.29882399291492,0.29882399291492,0.11094835650744561,331.0,331.0,331.0,877.0,876.0,876.0,0.0011526884585312774,0.0007372070632494322,0.0015108215898331253,0.0013865385006245053,0.0004154813952818452,0.00012428308920862008,0.7405309031469677,0.49961393554504585,1.32331233123312,1.2159942650476911,0.24091696760192183,0.10731806618542894,0.5981098037005769,0.24574457421737936
126,10.1021/cm504112m,https://doi.org/10.1021/cm504112m,True,-0.010608502642111899,0.011056406619037121,0.011066380826405191,0.011076382076369082,0.010721017975172461,0.015322677821881623,0.02057991986239437,0.025427558786806265,0.06456436548294131,0.0028345973962330927,-0.06456436548294131,298.0,296.0,298.0,852.0,855.0,852.0,0.0005033169457107248,0.0005169077322374455,0.0013564844426356601,0.001423676319759386,-1.359078652672077e-05,-6.719187712372595e-05,0.34986980033260934,0.3572808413785204,1.15912,1.212972224434997,-0.00741104104591106,-0.05385222443499704,0.18071040482839307,0.05322823077256812
127,10.1021/jacs.6b08382,https://doi.org/10.1021/jacs.6b08382,True,-0.004612824776419321,0.020836903258287753,0.020855906365984046,0.02087496156079125,0.010193897981590015,0.02134138443993713,0.031175122163453247,0.03861030661238754,0.08594764841522144,0.04418501502588612,-0.08594764841522144,305.0,298.0,305.0,853.0,855.0,853.0,0.0008375464780486772,0.0008593731282757713,0.0011346877128342074,0.0011141460995376365,-2.1826650227094028e-05,2.054161329657087e-05,0.514452501323232,0.5228371933330168,0.969482,0.9231823594616506,-0.008384692009784867,0.04629964053834934,0.1643870204935436,0.09309931838964233
128,10.1016/j.jssc.2016.02.012,https://doi.org/10.1016/j.jssc.2016.02.012,True,-0.012458423327258956,0.01516043604510313,0.015174262255040219,0.015188126362322415,0.013560893241519807,0.01962271981349304,0.024381563753957135,0.0285293225390675,0.07092502240698928,0.004077681348597331,-0.07092502240698928,302.0,297.0,302.0,852.0,850.0,850.0,0.00047425354674291505,0.0004980199158887273,0.0011952117647058824,0.0012855336638170874,-2.376636914581227e-05,-9.032189911120495e-05,0.32759355552855574,0.3456059536393344,1.01593,1.0952746815721586,-0.01801239811077865,-0.07934468157215857,0.20521933045460447,0.06475546600345351
129,10.1039/c4ta01643b,https://doi.org/10.1039/c4ta01643b,True,0.07647119181107778,0.0638135804035868,0.06388540212626652,0.06395746690058987,0.0771438831460844,0.09959927821491321,0.11283624512812396,0.12188752558246604,0.19205578676497598,0.19205578676497598,-0.007864248122430306,304.0,302.0,304.0,748.0,750.0,748.0,0.00043720571534936343,0.00031330684248100907,0.0008428906666666666,0.0005847815777657599,0.00012389887286835436,0.0002581090889009068,0.2470717685764248,0.16971820785148342,0.632168,0.43741662016878835,0.07735356072494137,0.1947513798312116,1.1316156893021145,0.43906833419101987
130,10.1002/adfm.201602652,https://doi.org/10.1002/adfm.201602652,True,-0.040157713256987214,0.036056473539398365,0.036096425322888946,0.036136510205115734,0.04279146380543473,0.053969539724994325,0.06045621559837293,0.06457388972231805,0.09811459987936577,0.010866646643264984,-0.09811459987936577,323.0,325.0,325.0,777.0,776.0,776.0,0.0008100344129640722,0.0008684417437878914,0.0012772061855670102,0.0014059988873584475,-5.84073308238192e-05,-0.00012879270179143722,0.4973578297828137,0.5364524496656966,0.991112,1.0924611354775138,-0.03909461988288293,-0.10134913547751379,0.18289524065088764,0.08981060899386592
131,10.1039/c5ra19469e,https://doi.org/10.1039/c5ra19469e,True,0.021863785502927075,0.019567717658345064,0.019587433247888628,0.01960720855150964,0.021863785502927075,0.029341450047240567,0.035502881856213364,0.04020705845321993,0.0719261719830816,0.0719261719830816,0.0005769514552499411,323.0,322.0,323.0,823.0,819.0,819.0,0.00047635680778233884,0.00044666011599397016,0.0009037802197802197,0.0008831601081890461,2.9696691788368677e-05,2.062011159117364e-05,0.292232917777436,0.27438426842256775,0.740196,0.7268407690395849,0.01784864935486824,0.013355230960415021,0.2621366465234483,0.09895726140695388
132,10.1002/aelm.201600019,https://doi.org/10.1002/aelm.201600019,True,-0.008554885313262942,0.016118533737100534,0.016133562676250855,0.016148633732947948,0.012999185886265977,0.01824810106715573,0.022465479010030678,0.025505035704192998,0.04754977116438497,0.007096387422744425,-0.04754977116438497,310.0,300.0,310.0,846.0,851.0,846.0,0.0003345715277869444,0.00034163968792851247,0.0012015513698630134,0.0012137428667209264,-7.0681601415680776e-06,-1.219149685791304e-05,0.24202023380075746,0.2477309046657362,1.02189,1.0268264652459038,-0.0057106708649787286,-0.004936465245903854,0.1919412163312606,0.04630750450417907
133,10.1021/ja500860m,https://doi.org/10.1021/ja500860m,True,-0.022116954057286996,0.02808662943374293,0.0281097936681412,0.028133015310819465,0.024947037559089065,0.03574938334741647,0.04462901432432106,0.051690711278106476,0.10736965676784549,0.01348930199586177,-0.10736965676784549,304.0,292.0,304.0,910.0,915.0,910.0,0.0008166544621235563,0.0008513504111611296,0.0014509296437166383,0.001508360998227956,-3.4695949037573306e-05,-5.74313545113178e-05,0.5656444953441362,0.5920282496300643,1.2579560011023254,1.3003179864575085,-0.026383754285928096,-0.042361985355183096,0.18135900919413334,0.08257184618383658
134,10.1021/jacs.5b00837,https://doi.org/10.1021/jacs.5b00837,True,-0.02552206054660701,0.023910744629596338,0.023930303524179353,0.02394991049471496,0.027492761140044796,0.03497283636318971,0.03992580621558401,0.04330034492907891,0.06556712848006363,0.011834071080216835,-0.06556712848006363,303.0,292.0,303.0,914.0,929.0,914.0,0.0010581855828945702,0.0010926063194443988,0.001516155502732655,0.001566020341523947,-3.4420736549828574e-05,-4.986483879129201e-05,0.7079458199967774,0.7270298810944658,1.39844,1.4313425921528875,-0.019084061097688343,-0.0329025921528876,0.09018491562046849,0.045808130659651426
135,10.1021/jacs.5b07284,https://doi.org/10.1021/jacs.5b07284,True,0.02421056149709416,0.03409471424034997,0.0341235958331955,0.034152550947300686,0.03530676882114718,0.04181627466831187,0.04801173445877796,0.053511789802211066,0.1167230685151861,0.08901861320178428,-0.1167230685151861,304.0,301.0,304.0,894.0,895.0,894.0,0.0010288212502388315,0.000984435653838582,0.0014778349648111202,0.0015313379533868092,4.4385596400249366e-05,-5.350298857568895e-05,0.6701715678060729,0.6477462193963459,1.25294,1.3690161303278074,0.022425348409726986,-0.1160761303278075,0.1801987646087133,0.08526055020786136
136,10.1021/jacs.6b07010,https://doi.org/10.1021/jacs.6b07010,True,0.005730174223617686,0.014530671465302994,0.014543502082783277,0.014556366748795159,0.010828426605461938,0.015619709019875598,0.019825754148358358,0.023193246066353385,0.051760170940361006,0.051760170940361006,-0.029768608204451708,305.0,301.0,305.0,871.0,874.0,871.0,0.0006499866862933859,0.0006388652842081883,0.0019503318077803205,0.0018714266349169817,1.1121402085197607e-05,7.890517286333887e-05,0.45302283888094863,0.44363189476746484,1.70459,1.630012599012691,0.00939094411348379,0.07457740098730903,0.11667369174953424,0.031754460653686034
137,10.1016/S1002-0721(14)60543-3,https://doi.org/10.1016/S1002-0721(14)60543-3,True,0.004193115914845884,0.008476732022321375,0.008485822354179929,0.00849494199394679,0.00718758685704612,0.009457124660994083,0.011238751895998147,0.01262414633353552,0.024696155831716693,0.024696155831716693,-0.012850030731937079,318.0,314.0,318.0,784.0,789.0,784.0,0.0005418796816093537,0.0005374696885756434,0.0008114437956204379,0.0007934981025123438,4.409993033710306e-06,1.7945693108094144e-05,0.3311686849862879,0.32618222288013077,0.633121,0.6185123587039889,0.004986462106157108,0.014608641296011138,0.07571275838901964,0.03992831425949876
138,10.1073/pnas.1305735110,https://doi.org/10.1073/pnas.1305735110,True,0.0010943209800746171,0.008444195181450204,0.008451496691834235,0.008458817175399723,0.00634734048566352,0.008514808903895514,0.010786984139467859,0.01299561327919809,0.03664355909569683,0.014852224415763837,-0.03664355909569683,299.0,301.0,301.0,879.0,881.0,879.0,0.0006418972486713335,0.0006363018970461274,0.001251589103291714,0.0012903200358306847,5.5953516252061145e-06,-3.87309325389708e-05,0.4286862198290283,0.42408388462246266,1.10265,1.1341913114951718,0.004602335206565666,-0.03154131149517192,0.08640639369807337,0.03230809363844507
139,10.1039/c4cp02091j,https://doi.org/10.1039/c4cp02091j,True,-0.023675905164955414,0.040989304115256794,0.0410362832757939,0.041083424340476876,0.02785526629143921,0.04733573214003317,0.06396134440602431,0.07644183685350672,0.16473843411427103,0.011813737245313788,-0.16473843411427103,322.0,299.0,322.0,758.0,774.0,758.0,0.000585756501212982,0.0006420998070723844,0.0008600143101338748,0.0011016216664410713,-5.634330585940241e-05,-0.00024160735630719644,0.3448855401879737,0.3777303801551423,0.5787628668450799,0.6763957031948178,-0.03284483996716864,-0.09763283634973785,0.436127043968794,0.2435533421282283
140,10.1016/j.jallcom.2015.04.073,https://doi.org/10.1016/j.jallcom.2015.04.073,True,0.07365632729327949,0.11373835653561039,0.1138522657845252,0.1139665179615784,0.0736633397637981,0.13550523346998938,0.17762028304044228,0.20762486312449244,0.38407423024643195,0.38407423024643195,-0.00036830674605542457,300.0,300.0,300.0,802.0,799.0,799.0,0.0007875396481242643,0.000694491181855484,0.0023723529411764704,0.0023223662163055574,9.30484662687803e-05,4.998672487091299e-05,0.503368332906144,0.4380410020645947,1.89551,1.862537705477057,0.06532733084154935,0.032972294522942924,0.8767997252225155,0.20621017717762546
141,10.1039/c5cp05151g,https://doi.org/10.1039/c5cp05151g,True,0.010849733312489089,0.012552058337692565,0.012566956928500895,0.012581908696940088,0.013169331445940027,0.016591289324973297,0.019079485319433938,0.02095445527641282,0.03847328886335455,0.03847328886335455,-0.01304728057947302,301.0,299.0,301.0,725.0,722.0,722.0,0.001580000383981716,0.0015668935417885782,0.0022667590027700833,0.0022595126122681142,1.3106842193137853e-05,7.2463905019691174e-06,0.8564083654284869,0.8539391740448975,1.6366,1.6363331210496053,0.002469191383589364,0.0002668789503947888,0.04505389848918179,0.023511892760977877
