sampleid,doi,doilink,TF_mat_complete,relerr_mean,relerr_L1,relerr_L2,relerr_L3,relerr_L4,relerr_Linf,relerr_Max,relerr_Min,Tc_Ts_TEP,Tc_Ts_ZT,Tc_Ts_TEPZT,Th_Ts_TEP,Th_Ts_ZT,Th_Ts_TEPZT,avgZ_raw_on_Ts_ZT,avgZ_TEP_on_Ts_TEP,peakZ_raw_on_Ts_ZT,peakZ_TEP_on_Ts_TEP,davgZ,dpeakZ,avgZT_raw_on_Ts_ZT,avgZT_TEP_on_Ts_TEP,peakZT_raw_on_Ts_ZT,peakZT_TEP_on_Ts_TEP,davgZT,dpeakZT
99,10.1016/j.intermet.2013.04.018,https://doi.org/10.1016/j.intermet.2013.04.018,True,0.004163786900938626,0.007374949638630164,0.008235832026660898,0.008971401750646322,0.00959747296256392,0.014979089239765816,0.014979089239765816,-0.010841787559734037,300.0,299.0,300.0,550.0,551.0,550.0,0.0007011691844027917,0.0006976046687542972,0.0008737437817978212,0.0008622954883378561,3.564515648494561e-06,1.1448293459965153e-05,0.30481833966002847,0.3028975913460906,0.480731,0.47426251858582086,0.0019207483139378478,0.006468481414179161
100,10.1002/adfm.201201221,https://doi.org/10.1002/adfm.201201221,True,0.001127206417511411,0.021688258185937052,0.029187918236573906,0.03591012395613491,0.04170351472647529,0.08822484073629902,0.053476871403065146,-0.08822484073629902,299.0,299.0,299.0,757.0,758.0,757.0,0.001437783285468101,0.0014336889464202918,0.0018426713079835657,0.001893296033434619,4.094339047809202e-06,-5.062472545105338e-05,0.8079153074854093,0.8052029546959462,1.30976,1.255001802073579,0.002712352789463135,0.054758197926421115
101,10.1016/j.jallcom.2013.01.038,https://doi.org/10.1016/j.jallcom.2013.01.038,True,0.043715827723205244,0.04412012631675406,0.05658135053650161,0.06643065724644028,0.07439364363750987,0.1436927495490524,0.1436927495490524,-0.009962823143232142,473.0,473.0,473.0,773.0,774.0,773.0,0.0005259061092385652,0.0005061141077935501,0.0012331537467700259,0.001216509779318059,1.9792001445015036e-05,1.664396745196684e-05,0.35773022357455975,0.34434851624495383,0.954461,0.9403620594128597,0.013381707329605919,0.01409894058714034
102,10.1039/c1ee01928g,https://doi.org/10.1039/c1ee01928g,True,0.02511664165394404,0.08266507781480147,0.10154581839961398,0.12532417121546727,0.15009390385562515,0.3944575290256032,0.0999510942044347,-0.3944575290256032,300.0,300.0,300.0,748.0,750.0,748.0,0.0016820230957434164,0.0015939932857893908,0.0022992039242172623,0.0021134050378342592,8.802980995402561e-05,0.00018579888638300306,0.9559150267514769,0.8971456922479945,1.52233185709485,1.4223409167290955,0.05876933450348243,0.09999094036575462
103,10.1039/c0ee00456a,https://doi.org/10.1039/c0ee00456a,True,0.00404523908750339,0.03452514113493992,0.05758899716871005,0.07991662645259377,0.09770862289556614,0.216795614493284,0.216795614493284,-0.07540583209444411,300.0,300.0,300.0,750.0,750.0,750.0,0.00141651257365646,0.0014289406275687655,0.0020881654219808473,0.0020864843807596968,-1.2428053912305484e-05,1.6810412211505296e-06,0.8213112865523667,0.8301115335551456,1.48036,1.5555101433388645,-0.008800247002778816,-0.0751501433388646
104,10.1002/adfm.201000878,https://doi.org/10.1002/adfm.201000878,True,-0.007146549842990187,0.011897578736271577,0.014605768248904893,0.01696414325312498,0.019183284829265256,0.04546839049025314,0.023592448095337594,-0.04546839049025314,299.0,301.0,301.0,774.0,777.0,774.0,0.0008214767062667269,0.0008167706522707082,0.002102857142857143,0.0021042992382585574,4.70605399601864e-06,-1.4420954014145691e-06,0.5109386705752857,0.5057812646188714,1.63392,1.6287276104121235,0.00515740595641434,0.005192389587876489
105,10.1002/aenm.201000072,https://doi.org/10.1002/aenm.201000072,True,0.019377033942101832,0.01973754854628982,0.025767587899709853,0.03135873299389239,0.035985074295221034,0.07100357610768951,0.07100357610768951,-0.005402789983632666,298.0,298.0,298.0,750.0,750.0,750.0,0.0011144104426363797,0.0010966241910643469,0.0017859199999999999,0.0017915017070790477,1.778625157203284e-05,-5.581707079047819e-06,0.6252868879247375,0.6164288933785993,1.33944,1.3436262803092858,0.008857994546138226,-0.004186280309285806
106,10.1002/adma.201103153,https://doi.org/10.1002/adma.201103153,True,0.01449565227576439,0.0218363074680762,0.02710005556442887,0.031023325876817,0.034004873909498315,0.06007412647758356,0.06007412647758356,-0.02174713360197506,301.0,299.0,301.0,797.0,796.0,796.0,0.0019028189401898014,0.0018895697406521726,0.0024484602925780147,0.0024700736226000515,1.3249199537628724e-05,-2.1613330022036796e-05,1.1124658863665071,1.1100533735608824,1.7426769304229195,1.778574656895549,0.0024125128056247114,-0.035897726472629454
107,10.1039/c2ee21536e,https://doi.org/10.1039/c2ee21536e,True,0.0004527377546929835,0.011669342909090804,0.015420240093832135,0.01827506933360956,0.020518790673430667,0.04182667510831248,0.04182667510831248,-0.025420082248821065,300.0,296.0,300.0,600.0,800.0,600.0,0.0015467819156708776,0.001339379131529607,0.001986053441868175,0.0018992091836516974,0.00020740278414127056,8.68442582164777e-05,0.8964508709807766,0.6321204937274104,1.39775,1.1395255101910184,0.26433037725336617,0.2582244898089816
108,10.1038/am.2012.52,https://doi.org/10.1038/am.2012.52,True,-0.00802302507782019,0.011837521912334134,0.014441870448591257,0.016756084037334883,0.018691290747934578,0.03481893980400109,0.030082067470245798,-0.03481893980400109,300.0,299.0,300.0,748.0,751.0,748.0,0.0018722873695282052,0.0018917759162821977,0.0023751751132627162,0.002385277172702675,-1.9488546753992572e-05,-1.0102059439958712e-05,1.0436793901398007,1.0527896299651414,1.6003053036437247,1.6519721669273688,-0.00911023982534065,-0.051666863283644116
109,10.1002/aenm.201400486,https://doi.org/10.1002/aenm.201400486,True,0.07344120366425862,0.08090494618272627,0.11482147699841963,0.13524886717870338,0.1484742316065344,0.24134233920383946,0.24134233920383946,-0.03991260804115829,298.0,295.0,298.0,848.0,847.0,847.0,0.0012201854494847553,0.0011685986951954388,0.0015710069684340727,0.0015950598835090797,5.15867542893165e-05,-2.4052915075006972e-05,0.7397022894034868,0.720876158309407,1.1388772809764716,1.1448133834519199,0.018826131094079823,-0.0059361024754482905
110,10.1002/anie.200600865,https://doi.org/10.1002/anie.200600865,True,0.07189387600888748,0.08611745969756798,0.099616570762584,0.10924301889532723,0.11638543737911816,0.18395246681229288,0.18395246681229288,-0.17006972800744138,319.0,313.0,319.0,699.0,699.0,699.0,0.0021405204566380233,0.00200440249541721,0.0026115719513991787,0.0025042852085957867,0.00013611796122081328,0.00010728674280339199,1.1322403295227441,1.0629689773082214,1.6462333973581773,1.6250889992166488,0.06927135221452274,0.021144398141528464
111,10.1088/0957-4484/24/21/215401,https://doi.org/10.1088/0957-4484/24/21/215401,True,0.023670300365552822,0.02535723550002087,0.034077444171502456,0.04214348133522249,0.049361312270838585,0.12751648088617176,0.12751648088617176,-0.01730009932725816,297.0,297.0,297.0,623.0,625.0,623.0,0.0016220834178999994,0.001587482706413206,0.0023938721082000193,0.002349118860810169,3.460071148679339e-05,4.4753247389850166e-05,0.7916956563227956,0.7740422758280758,1.49479,1.4635010502847354,0.01765338049471976,0.031288949715264636
112,10.1039/c3ta11825h,https://doi.org/10.1039/c3ta11825h,True,0.011230336439156365,0.020583585822862117,0.025559532276142743,0.02979612236383152,0.033755361142747305,0.08666770596130792,0.050289247998338234,-0.08666770596130792,323.0,323.0,323.0,758.0,775.0,758.0,0.0015186146841558625,0.0014640062795244855,0.002244238146026748,0.0021728445419021544,5.460840463137706e-05,7.139360412459356e-05,0.9057303101666723,0.8560932786245766,1.73712528823981,1.647016162761833,0.049637031542095644,0.09010912547797711
113,10.1039/c3ee43438a,https://doi.org/10.1039/c3ee43438a,True,-0.1437219413337765,0.1667554715057089,0.1847627360491929,0.1970985620796053,0.20677413529673275,0.3494812106405598,0.20679965918758775,-0.3494812106405598,303.0,300.0,303.0,852.0,899.0,852.0,0.000746314037754021,0.0007677344158636303,0.0016345939933259178,0.0013036026676403315,-2.1420378109609237e-05,0.00033099132568558624,0.5271404174938351,0.505779924217696,1.4695,1.0658026569011825,0.021360493276139092,0.40369734309881755
114,10.1021/cm5042138,https://doi.org/10.1021/cm5042138,False,,,,,,,,,,,,,,,,,,,,,,,,,,
115,10.1038/ncomms5515,https://doi.org/10.1038/ncomms5515,True,0.00992229687726881,0.02180697829563823,0.026611023174362976,0.0302958924348726,0.033160247245270766,0.05617977538827465,0.05617977538827465,-0.05188625788103512,303.0,298.0,303.0,918.0,920.0,918.0,0.0023678242243331937,0.002371202070633929,0.002989669223369461,0.0030539738170903673,-3.3778463007353744e-06,-6.430459372090648e-05,1.5366548859855271,1.5385934788491678,2.21569,2.2277070612297876,-0.0019385928636406202,-0.012017061229787629
116,10.1038/am.2014.39,https://doi.org/10.1038/am.2014.39,True,70.81199962507146,70.8163356939272,1048.4674071460206,2758.020930417593,4514.110789610154,21459.462666339663,21459.462666339663,-0.0729363590280302,302.0,297.0,302.0,929.0,931.0,929.0,0.00016250100432629657,0.00015141261865806731,0.000554297529538131,0.0005970971241102419,1.1088385668229258e-05,-4.279959457211089e-05,0.12904230458034724,0.12197072997813935,0.516051,0.5547032282984148,0.007071574602207892,-0.03865222829841475
117,10.1002/aenm.201501047,https://doi.org/10.1002/aenm.201501047,True,-0.02878665753123395,0.04413763367585267,0.06987146803841023,0.09499644573707611,0.11601394576916683,0.271951180168549,0.06394556320232614,-0.271951180168549,305.0,299.0,305.0,856.0,849.0,849.0,0.0016797313614233785,0.0017156198961217433,0.00248905975949316,0.002519637015277777,-3.5888534698364774e-05,-3.057725578461696e-05,1.081653422567676,1.1048705766711597,1.94705,1.9400318294518988,-0.023217154103483795,0.007018170548101166
118,10.1021/nl504624r,https://doi.org/10.1021/nl504624r,True,-0.0029629304872925825,0.011242076162778034,0.015443545752817365,0.019259848595092274,0.022583302112705067,0.04890264318928001,0.04704056410487722,-0.04890264318928001,300.0,300.0,300.0,391.0,391.0,391.0,0.0008593211952657977,0.0008610342346849706,0.0017058301918544232,0.0017002748638237936,-1.7130394191728704e-06,5.555328030629539e-06,0.30855902967494736,0.30911603222919176,0.666892,0.6648074717551034,-0.0005570025542444013,0.0020845282448966884
119,10.1021/nl201206d,https://doi.org/10.1021/nl201206d,True,0.01309468647463469,0.023484313021497522,0.029181014763443095,0.034010069108690984,0.037826010152421215,0.06142290626509044,0.06142290626509044,-0.029053602031794246,323.0,315.0,323.0,1170.0,1169.0,1169.0,0.0005902267302737994,0.000586568393604956,0.0007860119760479042,0.0007942807364456872,3.6583366688434362e-06,-8.268760397783011e-06,0.4585447621938111,0.4612237981976734,0.918848,0.9285141809050083,-0.002679036003862323,-0.00966618090500826
120,10.1021/nl201206d,https://doi.org/10.1021/nl201206d,True,-0.007934621845701838,0.01554110763489835,0.0179363318716138,0.019960971935104318,0.02172077426968052,0.03884871427357986,0.03809489397230442,-0.03884871427357986,473.0,325.0,473.0,1175.0,1175.0,1175.0,0.000786884160865286,0.0008647965749523135,0.0010263506762632486,0.00102552825233463,-7.791241408702755e-05,8.224239286187037e-07,0.6383110161145278,0.7390150086408057,1.13761,1.1548213629514648,-0.10070399252627793,-0.017211362951464748
121,10.1039/c1ee02465e,https://doi.org/10.1039/c1ee02465e,True,0.024607883868808585,0.02578622105904099,0.032193055420934695,0.03714857627873095,0.04125189920159832,0.079235986271557,0.079235986271557,-0.0243479554005182,301.0,300.0,301.0,853.0,853.0,853.0,0.0013635969337892886,0.0013298850628680706,0.0015735048761916436,0.0015334359839472053,3.371187092121803e-05,4.0068892244438364e-05,0.8159953450783848,0.7934489416178948,1.29565,1.2914378318965074,0.022546403460489972,0.004212168103492564
122,10.1021/ja301245b,https://doi.org/10.1021/ja301245b,True,0.1932803838464612,0.20507459414983842,0.40702779668502587,0.5594321849294425,0.6724036334740151,1.530833765620486,1.530833765620486,-0.07997703483488694,303.0,304.0,304.0,874.0,876.0,874.0,0.0008176940829886483,0.0007981051770378837,0.0019504680365296802,0.002112241290638121,1.9588905950764565e-05,-0.00016177325410844092,0.5798987845192458,0.5704688575970726,1.70861,1.8460988880177178,0.00942992692217326,-0.13748888801771786
123,10.1088/0957-4484/24/34/345705,https://doi.org/10.1088/0957-4484/24/34/345705,True,0.01354972818758112,0.018685392752547426,0.02199132535192601,0.02515859968203983,0.02858295302854852,0.08062873830690466,0.039012290692911046,-0.08062873830690466,302.0,300.0,302.0,771.0,772.0,771.0,0.0013888169476499513,0.0013716658702278962,0.0017222099140853913,0.0016873113438946226,1.7151077422055067e-05,3.4898570190768736e-05,0.7846809627642565,0.7741133037731217,1.20353,1.173085232328987,0.010567658991134765,0.030444767671012896
124,10.1002/aenm.201401977,https://doi.org/10.1002/aenm.201401977,True,0.05198135532304159,0.06281486224373005,0.09284085925866865,0.1177864187729284,0.13650871380750157,0.2660160552497641,0.2660160552497641,-0.07237108713849343,303.0,301.0,303.0,879.0,873.0,873.0,0.0014356717038601667,0.00137506858726233,0.0016460037363492696,0.001650768142842068,6.060311659783664e-05,-4.7644064927983894e-06,0.818449743653953,0.783350799577615,0.9815471715295668,1.0563182912772795,0.03509894407633796,-0.07477111974771267
125,10.1021/acs.chemmater.5b04365,https://doi.org/10.1021/acs.chemmater.5b04365,True,0.800038864769619,0.800038864769619,0.9560882975444085,1.084539952763886,1.1863218022201942,2.025035657144612,2.025035657144612,0.09151406575945994,331.0,331.0,331.0,877.0,876.0,876.0,0.0011526884585312774,0.0007372070632494322,0.0015108215898331253,0.0013865385006245053,0.0004154813952818452,0.00012428308920862008,0.7405309031469677,0.49961393554504585,1.32331233123312,1.2159942650476911,0.24091696760192183,0.10731806618542894
126,10.1021/cm504112m,https://doi.org/10.1021/cm504112m,True,-0.04653822186920162,0.050363497514348876,0.06312385895546338,0.07346006877032438,0.08172902861046474,0.14696824790957294,0.12091546578895884,-0.14696824790957294,298.0,296.0,298.0,852.0,855.0,852.0,0.0005033169457107248,0.0005169077322374455,0.0013564844426356601,0.001423676319759386,-1.359078652672077e-05,-6.719187712372595e-05,0.34986980033260934,0.3572808413785204,1.15912,1.212972224434997,-0.00741104104591106,-0.05385222443499704
127,10.1021/jacs.6b08382,https://doi.org/10.1021/jacs.6b08382,True,-0.027935829034287516,0.037756374000103586,0.10569760007993917,0.16395622985373723,0.20681338900751514,0.45284132312184383,0.04786163272406158,-0.45284132312184383,305.0,298.0,305.0,853.0,855.0,853.0,0.0008375464780486772,0.0008593731282757713,0.0011346877128342074,0.0011141460995376365,-2.1826650227094028e-05,2.054161329657087e-05,0.514452501323232,0.5228371933330168,0.969482,0.9231823594616506,-0.008384692009784867,0.04629964053834934
128,10.1016/j.jssc.2016.02.012,https://doi.org/10.1016/j.jssc.2016.02.012,True,-0.026326326816619516,0.03993978838848565,0.04402294086890851,0.047307974955601184,0.050290522990120615,0.09635907816058749,0.05836258829607513,-0.09635907816058749,302.0,297.0,302.0,852.0,850.0,850.0,0.00047425354674291505,0.0004980199158887273,0.0011952117647058824,0.0012855336638170874,-2.376636914581227e-05,-9.032189911120495e-05,0.32759355552855574,0.3456059536393344,1.01593,1.0952746815721586,-0.01801239811077865,-0.07934468157215857
129,10.1039/c4ta01643b,https://doi.org/10.1039/c4ta01643b,True,0.4010846668817021,0.40976546825284604,0.50337468327333,0.5570929989853157,0.5931704805452652,0.8527317564547165,0.8527317564547165,-0.11559543332268118,304.0,302.0,304.0,748.0,750.0,748.0,0.00043720571534936343,0.00031330684248100907,0.0008428906666666666,0.0005847815777657599,0.00012389887286835436,0.0002581090889009068,0.2470717685764248,0.16971820785148342,0.632168,0.43741662016878835,0.07735356072494137,0.1947513798312116
130,10.1002/adfm.201602652,https://doi.org/10.1002/adfm.201602652,True,-0.02301149030471215,0.08934270593151082,0.11268832098055843,0.1405640422526631,0.1665109900432499,0.3437367008809632,0.3437367008809632,-0.10468488469528583,323.0,325.0,325.0,777.0,776.0,776.0,0.0008100344129640722,0.0008684417437878914,0.0012772061855670102,0.0014059988873584475,-5.84073308238192e-05,-0.00012879270179143722,0.4973578297828137,0.5364524496656966,0.991112,1.0924611354775138,-0.03909461988288293,-0.10134913547751379
131,10.1039/c5ra19469e,https://doi.org/10.1039/c5ra19469e,True,0.07049116978940337,0.07049116978940337,0.07879863513240548,0.08631544349025115,0.09294497240978195,0.1575031587371278,0.1575031587371278,0.0078060424814414735,323.0,322.0,323.0,823.0,819.0,819.0,0.00047635680778233884,0.00044666011599397016,0.0009037802197802197,0.0008831601081890461,2.9696691788368677e-05,2.062011159117364e-05,0.292232917777436,0.27438426842256775,0.740196,0.7268407690395849,0.01784864935486824,0.013355230960415021
132,10.1002/aelm.201600019,https://doi.org/10.1002/aelm.201600019,True,0.11588271620606876,0.17128486969250978,0.2500614522091413,0.3076954445029745,0.3495418374847538,0.7014066298919676,0.7014066298919676,-0.09364760387970562,310.0,300.0,310.0,846.0,851.0,846.0,0.0003345715277869444,0.00034163968792851247,0.0012015513698630134,0.0012137428667209264,-7.0681601415680776e-06,-1.219149685791304e-05,0.24202023380075746,0.2477309046657362,1.02189,1.0268264652459038,-0.0057106708649787286,-0.004936465245903854
133,10.1021/ja500860m,https://doi.org/10.1021/ja500860m,True,-0.011861742580205671,0.04414310555338886,0.060418169367956416,0.0795926319282928,0.09753996801714594,0.23391265644984285,0.23391265644984285,-0.08614786898763582,304.0,292.0,304.0,910.0,915.0,910.0,0.0008166544621235563,0.0008513504111611296,0.0014509296437166383,0.001508360998227956,-3.4695949037573306e-05,-5.74313545113178e-05,0.5656444953441362,0.5920282496300643,1.2579560011023254,1.3003179864575085,-0.026383754285928096,-0.042361985355183096
134,10.1021/jacs.5b00837,https://doi.org/10.1021/jacs.5b00837,True,-0.024464913128303598,0.03478295476457367,0.03884944438049599,0.041871034110087246,0.04435236359502221,0.09265550634240002,0.09265550634240002,-0.07184137279046271,303.0,292.0,303.0,914.0,929.0,914.0,0.0010581855828945702,0.0010926063194443988,0.001516155502732655,0.001566020341523947,-3.4420736549828574e-05,-4.986483879129201e-05,0.7079458199967774,0.7270298810944658,1.39844,1.4313425921528875,-0.019084061097688343,-0.0329025921528876
135,10.1021/jacs.5b07284,https://doi.org/10.1021/jacs.5b07284,True,0.06442176626893875,0.07286625787351267,0.08783308912849512,0.09956103897875192,0.10853180597352227,0.16484117199323745,0.16484117199323745,-0.08526055020786136,304.0,301.0,304.0,894.0,895.0,894.0,0.0010288212502388315,0.000984435653838582,0.0014778349648111202,0.0015313379533868092,4.4385596400249366e-05,-5.350298857568895e-05,0.6701715678060729,0.6477462193963459,1.25294,1.3690161303278074,0.022425348409726986,-0.1160761303278075
136,10.1021/jacs.6b07010,https://doi.org/10.1021/jacs.6b07010,True,0.012202126724313993,0.03236613953129724,0.03997970574357463,0.04634502482373146,0.05212304330575048,0.14164098335519076,0.14164098335519076,-0.10860123473329183,305.0,301.0,305.0,871.0,874.0,871.0,0.0006499866862933859,0.0006388652842081883,0.0019503318077803205,0.0018714266349169817,1.1121402085197607e-05,7.890517286333887e-05,0.45302283888094863,0.44363189476746484,1.70459,1.630012599012691,0.00939094411348379,0.07457740098730903
137,10.1016/S1002-0721(14)60543-3,https://doi.org/10.1016/S1002-0721(14)60543-3,True,-9.953301588053668e-05,0.026944362680480796,0.036735367318405966,0.046617934127591756,0.05578733154928873,0.14434704232428697,0.08395979167821754,-0.14434704232428697,318.0,314.0,318.0,784.0,789.0,784.0,0.0005418796816093537,0.0005374696885756434,0.0008114437956204379,0.0007934981025123438,4.409993033710306e-06,1.7945693108094144e-05,0.3311686849862879,0.32618222288013077,0.633121,0.6185123587039889,0.004986462106157108,0.014608641296011138
138,10.1073/pnas.1305735110,https://doi.org/10.1073/pnas.1305735110,True,0.004491681864911404,0.016936954382349753,0.018973494222251582,0.02039722318151805,0.02152385619751701,0.042184193445121435,0.027898533100828033,-0.042184193445121435,299.0,301.0,301.0,879.0,881.0,879.0,0.0006418972486713335,0.0006363018970461274,0.001251589103291714,0.0012903200358306847,5.5953516252061145e-06,-3.87309325389708e-05,0.4286862198290283,0.42408388462246266,1.10265,1.1341913114951718,0.004602335206565666,-0.03154131149517192
139,10.1039/c4cp02091j,https://doi.org/10.1039/c4cp02091j,True,-0.02473436437150447,0.06500442277747759,0.0866157973569616,0.10593887259912259,0.12155794130902538,0.2435533421282283,0.16336808863634084,-0.2435533421282283,322.0,299.0,322.0,758.0,774.0,758.0,0.000585756501212982,0.0006420998070723844,0.0008600143101338748,0.0011016216664410713,-5.634330585940241e-05,-0.00024160735630719644,0.3448855401879737,0.3777303801551423,0.5787628668450799,0.6763957031948178,-0.03284483996716864,-0.09763283634973785
140,10.1016/j.jallcom.2015.04.073,https://doi.org/10.1016/j.jallcom.2015.04.073,True,0.09620480703788337,0.09625708761457288,0.1477551693068721,0.17976140543556238,0.20090092868451656,0.3370303486346051,0.3370303486346051,-0.0029231161528711735,300.0,300.0,300.0,802.0,799.0,799.0,0.0007875396481242643,0.000694491181855484,0.0023723529411764704,0.0023223662163055574,9.30484662687803e-05,4.998672487091299e-05,0.503368332906144,0.4380410020645947,1.89551,1.862537705477057,0.06532733084154935,0.032972294522942924
141,10.1039/c5cp05151g,https://doi.org/10.1039/c5cp05151g,True,0.014750989415067035,0.01726712926724418,0.022007154094663584,0.025685141675714427,0.02852786029523686,0.04812124452888981,0.04812124452888981,-0.010914242270816825,301.0,299.0,301.0,725.0,722.0,722.0,0.001580000383981716,0.0015668935417885782,0.0022667590027700833,0.0022595126122681142,1.3106842193137853e-05,7.2463905019691174e-06,0.8564083654284869,0.8539391740448975,1.6366,1.6363331210496053,0.002469191383589364,0.0002668789503947888
142,10.1021/jacs.5b07856,https://doi.org/10.1021/jacs.5b07856,True,-0.003242900338272567,0.014900286272336513,0.018499933199242025,0.021294174125382856,0.02346535446756932,0.04508916616772659,0.03550057427304389,-0.04508916616772659,347.0,347.0,347.0,773.0,776.0,773.0,0.0020999234649867935,0.0021126492246521544,0.0026865162403876285,0.002742856986280583,-1.2725759665360888e-05,-5.634074589295438e-05,1.2422392358877672,1.2486406432432342,1.904624561323791,1.926611586403004,-0.006401407355467015,-0.021987025079212907
143,10.1016/j.physb.2007.02.067,https://doi.org/10.1016/j.physb.2007.02.067,True,0.0034090461072217738,0.06622355733807725,0.07537139969486803,0.08221277917186905,0.08786130635956843,0.1401831066380127,0.1401831066380127,-0.08366479752951629,325.0,325.0,325.0,714.0,726.0,714.0,0.0003981641335630138,0.0004047669484140386,0.0006909790000000001,0.0007429371609218472,-6.602814851024792e-06,-5.195816092184709e-05,0.23581570014177008,0.2382931481991584,0.500965302832,0.5112412127132676,-0.0024774480573883095,-0.010275909881267586
144,10.1016/j.physb.2006.10.001,https://doi.org/10.1016/j.physb.2006.10.001,True,0.13514286808134732,0.13514286808134732,0.1557766805056866,0.1709464433493441,0.1822344857551339,0.29150362178611483,0.29150362178611483,0.005757614920054534,329.0,320.0,329.0,721.0,721.0,721.0,0.0003592973227175767,0.0003355137750117519,0.0007221739186463246,0.0006689895533576354,2.3783547705824798e-05,5.318436528868923e-05,0.21270634329009966,0.19993664404827347,0.520687395344,0.4823414679708551,0.012769699241826193,0.038345927373144906
145,10.1021/jp103697s,https://doi.org/10.1021/jp103697s,True,0.023515528600169193,0.02354025738649538,0.026526295930849802,0.02929174027587113,0.03205184102793366,0.0759231141862969,0.0759231141862969,-0.0018201039439343545,325.0,323.0,325.0,723.0,718.0,718.0,0.0009475629311719469,0.0009307699941351584,0.0011179748554162833,0.001104489838289803,1.6792937036788505e-05,1.3485017126480285e-05,0.5087051473234571,0.5028234621123165,0.778489,0.7885424097501272,0.005881685211140519,-0.010053409750127251
146,10.1002/aelm.201500228,https://doi.org/10.1002/aelm.201500228,True,0.00397879577228194,0.009222339426431561,0.011022927113920384,0.0123769038452021,0.013460980396263634,0.024288254586552562,0.024288254586552562,-0.02307617174547332,347.0,348.0,348.0,706.0,709.0,706.0,0.001657959579763732,0.001645442297912728,0.0025950825669334393,0.002554383263597886,1.2517281851003991e-05,4.0699303335553234e-05,0.9304455851045218,0.9204175905688986,1.6352275807714902,1.6023514116858526,0.010027994535623197,0.03287616908563762
147,10.1007/s11664-015-4251-1,https://doi.org/10.1007/s11664-015-4251-1,True,0.01210515922430767,0.017157563379250486,0.02188157661806068,0.02520956642711478,0.027748253748326953,0.05017885311901857,0.05017885311901857,-0.03685855049317724,297.0,293.0,297.0,612.0,614.0,612.0,0.0010779551044079302,0.0010683162253693676,0.0014883403908794788,0.0014927829205652722,9.638879038562607e-06,-4.4425296857933914e-06,0.5148158162753694,0.5100384679531992,0.913841,0.9135831473859466,0.0047773483221702495,0.0002578526140534221
148,10.1007/s13391-014-4149-8,https://doi.org/10.1007/s13391-014-4149-8,True,-0.0024699955247152335,0.022213935986271957,0.030010426499936155,0.036541544287163934,0.041660006386628035,0.0810309132784196,0.05060144602381162,-0.0810309132784196,301.0,295.0,301.0,770.0,778.0,770.0,0.001191154188647366,0.0011922729191572094,0.0016390765867421882,0.0016527868078583339,-1.1187305098434106e-06,-1.3710221116145687e-05,0.6910969889346665,0.6879635341051996,1.27455,1.2540549102654508,0.0031334548294669196,0.020495089734549277
149,10.1021/ic5010243,https://doi.org/10.1021/ic5010243,True,0.0059541845974742024,0.00935897617303692,0.011053348603295677,0.012311485785539202,0.013320612422866009,0.023377000078164265,0.023377000078164265,-0.018574631169813623,323.0,321.0,323.0,724.0,723.0,723.0,0.0024454682716951023,0.002431560726668734,0.00270178559002368,0.002681578171313406,1.390754502636829e-05,2.020741871027387e-05,1.2911248960647175,1.2861283183120358,1.75375,1.754380146325835,0.004996577752681697,-0.0006301463258351347
150,10.1039/c4ta00072b,https://doi.org/10.1039/c4ta00072b,True,0.0004959959861503353,0.009404398524777187,0.011271173783543595,0.012725632461553687,0.013899468405391432,0.02771100578743744,0.021037157314610748,-0.02771100578743744,315.0,315.0,315.0,767.0,766.0,766.0,0.0012165379005377593,0.0012158855268268596,0.0012964833051509438,0.0013162141663105968,6.52373710899757e-07,-1.9730861159653057e-05,0.651540087058957,0.6502731623815389,0.8047511753803113,0.796607132931372,0.0012669246774181797,0.008144042448939293
151,10.1557/jmr.2015.124,https://doi.org/10.1557/jmr.2015.124,True,0.4589822017503849,0.5093183562720407,1.3487660104127122,2.0698250956534747,2.603151424386211,5.687185694385655,5.687185694385655,-0.1889953785092615,76.0,77.0,77.0,816.0,829.0,816.0,0.0006816131703775434,0.0006381977866149077,0.0019917611580217128,0.0020419863143712777,4.34153837626357e-05,-5.02251563495649e-05,0.43096410460253726,0.40381857238871344,1.65117,1.6662608325269626,0.02714553221382382,-0.015090832526962528
152,10.1021/ja504896a,https://doi.org/10.1021/ja504896a,True,-0.042134559020367425,0.048061298057840214,0.05793683752427007,0.06528944234818233,0.07097616499612802,0.12079860586177062,0.02824662040722213,-0.12079860586177062,322.0,322.0,322.0,772.0,774.0,772.0,0.0015642172763101671,0.00165012501571467,0.0024818087855297158,0.0026388823864562866,-8.590773940450277e-05,-0.00015707360092657085,0.9310359186408057,0.9863725185726698,1.92092,2.0040981532346507,-0.05533659993186413,-0.08317815323465072
153,10.1557/PROC-1267-DD04-11,https://doi.org/10.1557/PROC-1267-DD04-11,True,0.0392451842142633,0.04241398279338484,0.0652237510787861,0.0820655643810988,0.09395728145714827,0.17288810920552,0.17288810920552,-0.022707421735114145,324.0,320.0,324.0,651.0,652.0,651.0,0.0010343923962822983,0.0010121688088012054,0.001492165644171779,0.0014866672252569141,2.2223587481092887e-05,5.498418914864868e-06,0.529611832505542,0.5213683895734798,0.972892,0.9678203636422511,0.00824344293206225,0.0050716363577488766
