sampleid,Temperature,alpha,rho,kappa,sigma,ZT_tep_reevaluated,autoTcTh_buffer_dT,is_Temp_in_autoTcTh_range,ZT_author_declared,is_Temp_in_ZT_author_declared,autoTc,autoTh,dbname,version,versionlabel,update,pykeri_compatible,interpolation_method,extrapolation_method
36.0,400.45,0.000238238,2.2743296413382157e-05,0.7167562866887249,43969.0,1.3942653826401774,0.0,False,1.3944760299130081,True,301.296,400.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,300.228,0.000212871,1.361872831518575e-05,0.8991877372027013,73428.29498147314,1.1109570320265785,0.0,True,1.11058,False,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,310.137,0.000218541,1.4445820918683477e-05,0.8866348999619988,69224.17255682935,1.156464710252014,0.0,True,1.1620959009843093,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,320.663,0.00022344399999999997,1.5364931006630605e-05,0.8758043114514953,65083.273043559944,1.189730383162186,0.0,True,1.1956271431447554,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,330.567,0.00022742599999999997,1.6238758075725487e-05,0.8666725282372516,61581.063978953556,1.2148757972804383,0.0,True,1.216385299318475,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,340.468,0.00023048699999999998,1.7184337250215645e-05,0.8567857662929887,58192.52645239205,1.2284688246007822,0.0,True,1.2260328016209248,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,350.676,0.000232781,1.8080423859075984e-05,0.8589074475999554,55308.43788808754,1.2236187612761042,0.0,True,1.2207807666700292,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,359.954,0.000234155,1.898237757201952e-05,0.8615641563746913,52680.439855649274,1.2067453819335452,0.0,True,1.2038121254917784,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,370.158,0.000235222,1.9983709842928752e-05,0.8721496187747447,50040.758590870486,1.1751029214696753,0.0,True,1.1736844188919509,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,380.36,0.00023552099999999998,2.0960738716010735e-05,0.884356814604542,47708.24223080248,1.1382037206315538,0.0,True,1.136959933479046,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,390.251,0.000235053,2.185779175909752e-05,0.9033506681021826,45750.27573788583,1.0919756833797372,0.0,True,1.0969105523996083,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,399.829,0.00023366399999999996,2.2823329746482826e-05,0.9217426405011255,43814.816291391675,1.0376937977237095,0.0,True,1.0472005352112674,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,410.643,0.000232121,2.3747718368952426e-05,0.9493667398084206,42109.30854340061,0.9813804166119482,0.0,True,0.9898796973529413,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,419.909,0.00022965899999999998,2.4567046662043336e-05,0.97430127615288,40704.93347273295,0.9252858055004859,0.0,True,0.9342755214705883,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,429.483,0.00022673599999999998,2.5258837035344368e-05,1.0023833488246905,39590.10458797896,0.8720467036203191,0.0,True,0.8751323236929922,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,439.981,0.00022304499999999998,2.5914563969091963e-05,1.0421113919450893,38588.339791967555,0.8105146279568032,0.0,True,0.8102707233062068,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,449.55,0.000218434,2.6583355364960626e-05,1.075801380841829,37617.523682435305,0.7500264601372494,0.0,True,0.7606483816756492,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,459.427,0.000213823,2.7121284563699363e-05,1.115685692473329,36871.40989400095,0.6941818148346938,0.0,True,0.7024270063694268,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,469.614,0.000209365,2.762242097996056e-05,1.1623899121833046,36202.47482020049,0.6411145397382946,0.0,True,0.6363555587134624,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,480.105,0.00020306599999999998,2.8120550176998684e-05,1.2199910972039973,35561.18190098407,0.5770722390208859,0.0,True,0.5827168393723252,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,489.977,0.00019691999999999998,2.845543089279268e-05,1.282774843887638,35142.67641096535,0.5205227883767513,0.0,True,0.5260539920684618,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
37.0,500.157,0.00019015999999999998,2.8798027911048653e-05,1.33624,34724.6,0.46999958281222437,0.0,False,0.47513255085243994,True,300.228,500.0,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,299.282,-0.000185901,8.367736942219613e-06,1.141951557354742,119506.62489812229,1.0824014102683126,0.0,True,1.0988251921422425,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,312.213,-0.00018982599999999998,8.804831865142392e-06,1.1252973302490135,113574.00292433954,1.1354656995368106,0.0,True,1.1292243525953543,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,328.736,-0.00019156999999999998,9.512507774548982e-06,1.1049148008390577,105124.74982417695,1.1478323194748703,0.0,True,1.1557877296976884,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,342.385,-0.000194186,1.0028998838117064e-05,1.104622200912821,99710.85011988586,1.1654112686920106,0.0,True,1.17480085951393,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,357.471,-0.000197238,1.0634021101442024e-05,1.1042987953529113,94037.80474578853,1.1842349640346623,0.0,True,1.1870297348643006,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,371.121,-0.000198983,1.113171094763923e-05,1.1040061739892122,89833.45010517689,1.1956774963092698,0.0,True,1.182726707724426,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,385.488,-0.00020029099999999998,1.1680924179083107e-05,1.1337090617215129,85609.66449818142,1.167763536193559,0.0,True,1.1688950128731475,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,399.856,-0.000201163,1.2314919944271798e-05,1.164027962127415,81202.31430859957,1.1287683373896134,0.0,True,1.14238522785666,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,415.661,-0.000201163,1.2751280783707056e-05,1.197379174607599,78423.49462477131,1.1016660757599455,0.0,True,1.099712918666757,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,429.31,-0.000201163,1.3364755813995042e-05,1.2271240617905,74823.66411459906,1.0592969260850449,0.0,True,1.058729517519466,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,444.397,-0.00020029099999999998,1.3834178806551325e-05,1.287534524106308,72284.73868838816,1.0008793303272658,0.0,True,1.0001389812291435,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,459.483,-0.00019811,1.421949600131601e-05,1.3479409822819748,70325.9806048998,0.9408646742998822,0.0,True,0.9412093736144903,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,473.132,-0.000195058,1.4476120568337728e-05,1.4025934910742108,69079.28096338233,0.8865961588134755,0.0,True,0.8851471495573425,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,487.5,-0.00019156999999999998,1.485072206994472e-05,1.4789185003864982,67336.79313976431,0.8145876217738027,0.0,True,0.8195940269706659,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,502.586,-0.000186773,1.4870189080940681e-05,1.559926549858284,67248.640522111,0.7558192266020234,0.0,True,0.7561154201598889,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,516.236,-0.000181977,1.4884600044353237e-05,1.6332236382375676,67183.5317724489,0.7032317378995598,0.0,True,0.6986819154444067,True,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
38.0,532.04,-0.000175436,1.5022909937654923e-05,1.71762,66565.0,0.6346007282994592,0.0,False,0.642869,False,299.282,530.312,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
39.0,308.873,0.000247818,1.9156023899055418e-05,0.685174,52202.899999999994,1.4452380826513482,0.0,False,1.46653,False,310.07,442.958,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
39.0,323.662,0.000250086,2.0524257434814506e-05,0.6737830903326456,48722.83458614871,1.4638039447215145,0.0,True,1.468688648134235,True,310.07,442.958,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
39.0,362.606,0.000251976,2.459918148278154e-05,0.666364112324493,40651.759112390006,1.4044978692140695,0.0,True,1.40702,True,310.07,442.958,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
39.0,403.521,0.000238935,2.8663582974767998e-05,0.7127136647177369,34887.47379838315,1.127665053018879,0.0,True,1.1244260688222054,True,310.07,442.958,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
39.0,442.958,0.000212285,3.0495887783945074e-05,0.7869996167491853,32791.30639136409,0.8317357408297991,0.0,True,0.8305339311777948,True,310.07,442.958,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
40.0,298.633,-0.000133113,7.836622102408978e-06,1.05198,127606.0,0.641863015165598,0.0,False,0.624426,False,300.0,479.094,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
40.0,320.147,-0.000138133,8.421644201214814e-06,1.053138529712865,118741.65852978578,0.6887505096630174,0.0,True,0.6676716204156479,True,300.0,479.094,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
40.0,359.713,-0.000145483,9.463597115120289e-06,1.0328333130010456,105668.06551837127,0.7789223207755586,0.0,True,0.7576987811735942,True,300.0,479.094,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
40.0,400.962,-0.00014979499999999998,1.0687803905029423e-05,1.0482725401430135,93564.59090060813,0.8030362749615022,0.0,True,0.7992782327843945,True,300.0,479.094,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
40.0,439.617,-0.00015242699999999998,1.1778394197129548e-05,1.1070826797608884,84901.21686058909,0.7833072407091246,0.0,True,0.7668023869528992,True,300.0,479.094,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
40.0,479.094,-0.000151686,1.2805664996250391e-05,1.229034197877272,78090.43890284562,0.7003991759711315,0.0,True,0.6952818386458177,True,300.0,479.094,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
41.0,297.991,-0.00010104000000000001,3.559592924953102e-05,0.409434,28093.100000000002,0.20873995404812845,0.0,False,0.212984,False,298.396,472.765,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
41.0,322.5,-0.000114495,3.387783702551474e-05,0.4530245305636097,29517.823090265785,0.27546432907758295,0.0,True,0.27385165383066135,True,298.396,472.765,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
41.0,348.214,-0.00012110099999999999,3.060244164697374e-05,0.48813535978709877,32677.131175867773,0.3418576790990803,0.0,True,0.34039612160566707,True,298.396,472.765,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
41.0,373.527,-0.00012990799999999998,2.757485226103769e-05,0.5325480646094504,36264.926844702095,0.4292613510101422,0.0,True,0.4265633407757496,True,298.396,472.765,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
41.0,397.634,-0.000135046,2.501515985014536e-05,0.5690998868531019,39975.75893940126,0.5093955896627674,0.0,True,0.5069737007822686,True,298.396,472.765,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
41.0,423.348,-0.000137737,2.2613912752354745e-05,0.5999742230079961,44220.56505439873,0.5919573907807035,0.0,True,0.5904591523853997,True,298.396,472.765,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
41.0,447.857,-0.00014067299999999999,2.0498521564865596e-05,0.5906835127576646,48784.006048221396,0.7319534754533362,0.0,True,0.7255851951867355,True,298.396,472.765,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
41.0,472.768,-0.000137737,1.8783966467685266e-05,0.626415,53236.89231027621,0.7622542581115059,0.0,False,0.7670966809750928,True,298.396,472.765,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,308.446,-0.0001298,7.75151262081441e-06,0.9753954366956,129007.07886545832,0.6873237478938106,0.0,True,0.7023807094722195,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,328.581,-0.00013365199999999997,8.826176496363306e-06,0.8908344895739798,113299.34319940634,0.7464895637243851,0.0,True,0.7497410754698656,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,348.259,-0.000137504,9.715715333659256e-06,0.8596213263670197,102926.02918650636,0.7884080493225298,0.0,True,0.8124954607838377,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,368.39,-0.00014098599999999998,1.0524338623350966e-05,0.8130382420195739,95017.84727652544,0.85576402241504,0.0,True,0.860762239963411,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,388.045,-0.000142801,1.1000932586965283e-05,0.793963,90901.38423217626,0.905972096624298,0.0,True,0.9258196055420129,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,408.621,-0.000145356,1.1714298994949364e-05,0.7881246722538162,85365.75687808135,0.9351373014033653,0.0,True,0.9420927273811891,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,428.742,-0.000147911,1.2322164608350295e-05,0.7878985155221073,81154.5724135462,0.9661391649324641,0.0,True,0.9791422543754972,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,447.5,-0.00015121,1.2704764577180823e-05,0.8001718204981392,78710.62812105246,1.0064777807399452,0.0,True,1.007999281026253,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,468.506,-0.00015135599999999998,1.3448345814222365e-05,0.8272917875885463,74358.58757754765,0.9646879625089101,0.0,True,0.9770664219320895,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,488.587,-0.000150393,1.3782051904278414e-05,0.8524431036217305,72558.13625905488,0.9406279294207521,0.0,True,0.9460956862227096,True,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
42.0,508.657,-0.00014850399999999999,1.4179107652039026e-05,0.879265,70526.3,0.8997723497359701,0.0,False,0.902916,False,308.446,507.798,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
43.0,322.597,0.00020068299999999998,1.2184098212674969e-05,0.996028,82074.19068238568,1.0705736631468399,0.0,False,1.08296,False,322.923,572.727,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
43.0,372.468,0.000214334,1.5434539273034006e-05,0.9404847467409693,64789.75383133853,1.1787607829393465,0.0,True,1.202487644230769,True,322.923,572.727,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
43.0,423.117,0.00021843,1.9553855310703286e-05,0.945405135169011,51140.81004029038,1.0920303085753689,0.0,True,1.0933022720851553,True,322.923,572.727,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
43.0,472.987,0.000211604,2.3293220992895616e-05,1.0203433216211304,42930.94545855199,0.8910889886995605,0.0,True,0.9072363824786325,True,322.923,572.727,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
43.0,523.636,0.000192491,2.6066218145760696e-05,1.1746212528075368,38363.83146983814,0.6336865278477762,0.0,True,0.6447325453265766,True,322.923,572.727,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
43.0,572.727,0.00016518799999999998,2.6703218684620517e-05,1.3349956591997776,37448.669084073415,0.43839054766471824,0.0,True,0.4588041341497747,True,322.923,572.727,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
44.0,320.123,0.00020574,1.105956126720453e-05,1.03846,90419.5,1.179849675833406,0.0,False,1.2019602291802784,True,321.158,520.256,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
44.0,360.128,0.000210704,1.2971708217032238e-05,1.008382791320782,77090.84904384222,1.2223057450976456,0.0,True,1.2293064416438633,True,321.158,520.256,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
44.0,399.33,0.00021322399999999998,1.510513504021105e-05,1.00641,66202.65210062153,1.194275588130885,0.0,True,1.1828151068740593,True,321.158,520.256,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
44.0,440.19,0.00021135,1.7632964993881017e-05,1.0195861199711393,56711.959692939876,1.093692960105872,0.0,True,1.0827902438142964,True,321.158,520.256,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
44.0,481.077,0.000204589,2.116756580541098e-05,1.0662004508247704,47242.08769174461,0.8922146968646263,0.0,True,0.887332688332609,True,321.158,520.256,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
44.0,520.346,0.000194894,2.4924727323483078e-05,1.14744,40120.8,0.6910806888438409,0.0,False,0.711451,False,321.158,520.256,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
45.0,295.439,-0.00011346099999999999,1.862048290360362e-05,1.34408,53704.3,0.15196549181322047,0.0,False,0.152908,False,298.947,464.561,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
45.0,312.982,-0.00011589599999999999,1.9238908438943527e-05,1.3001770910520365,51978.00089197334,0.1680634669680621,0.0,True,0.1670462095780956,True,298.947,464.561,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
45.0,333.333,-0.00012055699999999999,1.985213728262386e-05,1.254999622622967,50372.410071699334,0.19445195347508484,0.0,True,0.19224800000000006,True,298.947,464.561,tematdb,v1.1.0,tematdb_v1.1.0_TEPatTsOfAlphas_convertedOn_20230810_204741__range_1_to_424,2023-08-10 20:49:08.756757,True,piecewise_liniear,constant
